"VL_PGTO","MUNICIPIO","CD_GR_CLASSE_CONTABIL","NM_GR_CLASSE_CONTABIL","ANO","DS_MES","NU_MES","SK_LOCALIDAD"
60519.74,Bom Jardim Da Serra,51,IPVA,2022,FEVEREIRO,2,3897
17321.71,Bom Jardim Da Serra,27,ITCMD,2022,FEVEREIRO,2,3897
456.79,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,3897
10018.42,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,3897
114040.05,Bom Jardim Da Serra,43,ICMS,2022,MARÃO,3,3897
110864.45,Bom Jardim Da Serra,51,IPVA,2022,MARÃO,3,3897
25934.19,Bom Jardim Da Serra,27,ITCMD,2022,MARÃO,3,3897
422.65,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,MARÃO,3,3897
2111.54,Bom Jardim Da Serra,86,OUTRAS RECEITAS,2022,MARÃO,3,3897
3656.25,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,MARÃO,3,3897
669.52,Bom Jardim Da Serra,108,OUTRAS RECEITAS,2022,MARÃO,3,3897
227803.11,Bom Jardim Da Serra,43,ICMS,2022,ABRIL,4,3897
105407.18,Bom Jardim Da Serra,51,IPVA,2022,ABRIL,4,3897
16365.79,Bom Jardim Da Serra,27,ITCMD,2022,ABRIL,4,3897
340.8,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,ABRIL,4,3897
5003.02,Bom Jardim Da Serra,86,OUTRAS RECEITAS,2022,ABRIL,4,3897
6760.08,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,ABRIL,4,3897
161534.9,Bom Jardim Da Serra,43,ICMS,2022,MAIO,5,3897
138483.03,Bom Jardim Da Serra,51,IPVA,2022,MAIO,5,3897
9052.99,Bom Jardim Da Serra,27,ITCMD,2022,MAIO,5,3897
856.07,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,MAIO,5,3897
4717.19,Bom Jardim Da Serra,86,OUTRAS RECEITAS,2022,MAIO,5,3897
7217.6,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,MAIO,5,3897
157031.73,Bom Jardim Da Serra,43,ICMS,2022,JUNHO,6,3897
121525.29,Bom Jardim Da Serra,51,IPVA,2022,JUNHO,6,3897
23868.16,Bom Jardim Da Serra,27,ITCMD,2022,JUNHO,6,3897
514.12,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,JUNHO,6,3897
207.44,Bom Jardim Da Serra,86,OUTRAS RECEITAS,2022,JUNHO,6,3897
4295.21,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,JUNHO,6,3897
153678.94,Bom Jardim Da Serra,43,ICMS,2022,JULHO,7,3897
149574.75,Bom Jardim Da Serra,51,IPVA,2022,JULHO,7,3897
55075.13,Bom Jardim Da Serra,27,ITCMD,2022,JULHO,7,3897
711.79,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,JULHO,7,3897
759.5,Bom Jardim Da Serra,86,OUTRAS RECEITAS,2022,JULHO,7,3897
15301.23,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,JULHO,7,3897
2595.97,Bom Jardim Da Serra,43,ICMS,2022,AGOSTO,8,3897
31045.57,Bom Jardim Da Serra,51,IPVA,2022,AGOSTO,8,3897
487.8,Bom Jardim Da Serra,27,ITCMD,2022,AGOSTO,8,3897
134.37,Bom Jardim Da Serra,78,OUTRAS RECEITAS,2022,AGOSTO,8,3897
199.95,Bom Jardim Da Serra,86,OUTRAS RECEITAS,2022,AGOSTO,8,3897
1307.75,Bom Jardim Da Serra,94,OUTRAS RECEITAS,2022,AGOSTO,8,3897
776505.75,Bom Jesus,43,ICMS,2022,JANEIRO,1,5401
77580.9,Bom Jesus,51,IPVA,2022,JANEIRO,1,5401
887.16,Bom Jesus,27,ITCMD,2022,JANEIRO,1,5401
309.78,Bom Jesus,78,OUTRAS RECEITAS,2022,JANEIRO,1,5401
3688.84,Bom Jesus,94,OUTRAS RECEITAS,2022,JANEIRO,1,5401
606497.07,Bom Jesus,43,ICMS,2022,FEVEREIRO,2,5401
61095.01,Bom Jesus,51,IPVA,2022,FEVEREIRO,2,5401
14035.69,Bom Jesus,27,ITCMD,2022,FEVEREIRO,2,5401
118.59,Bom Jesus,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,5401
2599.12,Bom Jesus,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,5401
531655.46,Bom Jesus,43,ICMS,2022,MARÃO,3,5401
96510.55,Bom Jesus,51,IPVA,2022,MARÃO,3,5401
7861.34,Bom Jesus,27,ITCMD,2022,MARÃO,3,5401
399.29,Bom Jesus,78,OUTRAS RECEITAS,2022,MARÃO,3,5401
2116.48,Bom Jesus,94,OUTRAS RECEITAS,2022,MARÃO,3,5401
565292.04,Bom Jesus,43,ICMS,2022,ABRIL,4,5401
118630.12,Bom Jesus,51,IPVA,2022,ABRIL,4,5401
4960.2,Bom Jesus,27,ITCMD,2022,ABRIL,4,5401
408.15,Bom Jesus,78,OUTRAS RECEITAS,2022,ABRIL,4,5401
2828.14,Bom Jesus,94,OUTRAS RECEITAS,2022,ABRIL,4,5401
629556.83,Bom Jesus,43,ICMS,2022,MAIO,5,5401
97815.06,Bom Jesus,51,IPVA,2022,MAIO,5,5401
42009.98,Bom Jesus,27,ITCMD,2022,MAIO,5,5401
268.04,Bom Jesus,78,OUTRAS RECEITAS,2022,MAIO,5,5401
2444.2,Bom Jesus,94,OUTRAS RECEITAS,2022,MAIO,5,5401
681328.68,Bom Jesus,43,ICMS,2022,JUNHO,6,5401
151837.62,Bom Jesus,51,IPVA,2022,JUNHO,6,5401
4209.91,Bom Jesus,27,ITCMD,2022,JUNHO,6,5401
465.57,Bom Jesus,78,OUTRAS RECEITAS,2022,JUNHO,6,5401
3477.8,Bom Jesus,94,OUTRAS RECEITAS,2022,JUNHO,6,5401
786410.93,Bom Jesus,43,ICMS,2022,JULHO,7,5401
95007.89,Bom Jesus,51,IPVA,2022,JULHO,7,5401
4249.68,Bom Jesus,27,ITCMD,2022,JULHO,7,5401
430.9,Bom Jesus,78,OUTRAS RECEITAS,2022,JULHO,7,5401
2367.99,Bom Jesus,94,OUTRAS RECEITAS,2022,JULHO,7,5401
4490.03,Bom Jesus,43,ICMS,2022,AGOSTO,8,5401
27214.35,Bom Jesus,51,IPVA,2022,AGOSTO,8,5401
20006.12,Bom Jesus,27,ITCMD,2022,AGOSTO,8,5401
126.18,Bom Jesus,78,OUTRAS RECEITAS,2022,AGOSTO,8,5401
283,Bom Jesus,94,OUTRAS RECEITAS,2022,AGOSTO,8,5401
39927.35,Bom Jesus Do Oeste,43,ICMS,2022,JANEIRO,1,4531
43653.04,Bom Jesus Do Oeste,51,IPVA,2022,JANEIRO,1,4531
126.18,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,JANEIRO,1,4531
1337.64,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,JANEIRO,1,4531
52488.83,Bom Jesus Do Oeste,43,ICMS,2022,FEVEREIRO,2,4531
46916.33,Bom Jesus Do Oeste,51,IPVA,2022,FEVEREIRO,2,4531
15347.45,Bom Jesus Do Oeste,27,ITCMD,2022,FEVEREIRO,2,4531
535.67,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,4531
3251.56,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,4531
63273.97,Bom Jesus Do Oeste,43,ICMS,2022,MARÃO,3,4531
79477.91,Bom Jesus Do Oeste,51,IPVA,2022,MARÃO,3,4531
181.79,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,MARÃO,3,4531
4392.71,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,MARÃO,3,4531
34562.71,Bom Jesus Do Oeste,43,ICMS,2022,ABRIL,4,4531
50385.11,Bom Jesus Do Oeste,51,IPVA,2022,ABRIL,4,4531
934,Bom Jesus Do Oeste,27,ITCMD,2022,ABRIL,4,4531
684.05,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,ABRIL,4,4531
1027.88,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,ABRIL,4,4531
43655.21,Bom Jesus Do Oeste,43,ICMS,2022,MAIO,5,4531
63323,Bom Jesus Do Oeste,51,IPVA,2022,MAIO,5,4531
12480,Bom Jesus Do Oeste,27,ITCMD,2022,MAIO,5,4531
181.71,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,MAIO,5,4531
1116.84,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,MAIO,5,4531
27550.26,Bom Jesus Do Oeste,43,ICMS,2022,JUNHO,6,4531
71458.33,Bom Jesus Do Oeste,51,IPVA,2022,JUNHO,6,4531
16240,Bom Jesus Do Oeste,27,ITCMD,2022,JUNHO,6,4531
350.13,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,JUNHO,6,4531
1112.9,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,JUNHO,6,4531
28238.12,Bom Jesus Do Oeste,43,ICMS,2022,JULHO,7,4531
50953,Bom Jesus Do Oeste,51,IPVA,2022,JULHO,7,4531
15720,Bom Jesus Do Oeste,27,ITCMD,2022,JULHO,7,4531
44.79,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,JULHO,7,4531
1161.76,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,JULHO,7,4531
602.76,Bom Jesus Do Oeste,43,ICMS,2022,AGOSTO,8,4531
14836.4,Bom Jesus Do Oeste,51,IPVA,2022,AGOSTO,8,4531
44.79,Bom Jesus Do Oeste,78,OUTRAS RECEITAS,2022,AGOSTO,8,4531
54,Bom Jesus Do Oeste,94,OUTRAS RECEITAS,2022,AGOSTO,8,4531
457077.66,Bom Retiro,43,ICMS,2022,JANEIRO,1,3898
136777.85,Bom Retiro,51,IPVA,2022,JANEIRO,1,3898
42483.17,Bom Retiro,27,ITCMD,2022,JANEIRO,1,3898
273.18,Bom Retiro,78,OUTRAS RECEITAS,2022,JANEIRO,1,3898
4815.83,Bom Retiro,86,OUTRAS RECEITAS,2022,JANEIRO,1,3898
12990.52,Bom Retiro,94,OUTRAS RECEITAS,2022,JANEIRO,1,3898
2478.42,Bom Retiro,108,OUTRAS RECEITAS,2022,JANEIRO,1,3898
409124.79,Bom Retiro,43,ICMS,2022,FEVEREIRO,2,3898
171201.77,Bom Retiro,51,IPVA,2022,FEVEREIRO,2,3898
23296.37,Bom Retiro,27,ITCMD,2022,FEVEREIRO,2,3898
904.93,Bom Retiro,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,3898
6348.52,Bom Retiro,86,OUTRAS RECEITAS,2022,FEVEREIRO,2,3898
6399.74,Bom Retiro,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,3898
473449.88,Bom Retiro,43,ICMS,2022,MARÃO,3,3898
263274.43,Bom Retiro,51,IPVA,2022,MARÃO,3,3898
53714.45,Bom Retiro,27,ITCMD,2022,MARÃO,3,3898
1895.46,Bom Retiro,78,OUTRAS RECEITAS,2022,MARÃO,3,3898
5181.73,Bom Retiro,86,OUTRAS RECEITAS,2022,MARÃO,3,3898
12177.82,Bom Retiro,94,OUTRAS RECEITAS,2022,MARÃO,3,3898
502288.36,Bom Retiro,43,ICMS,2022,ABRIL,4,3898
234359.25,Bom Retiro,51,IPVA,2022,ABRIL,4,3898
47960.09,Bom Retiro,27,ITCMD,2022,ABRIL,4,3898
578.52,Bom Retiro,78,OUTRAS RECEITAS,2022,ABRIL,4,3898
5728.55,Bom Retiro,86,OUTRAS RECEITAS,2022,ABRIL,4,3898
9673.02,Bom Retiro,94,OUTRAS RECEITAS,2022,ABRIL,4,3898
587948.16,Bom Retiro,43,ICMS,2022,MAIO,5,3898
268731.82,Bom Retiro,51,IPVA,2022,MAIO,5,3898
43945.62,Bom Retiro,27,ITCMD,2022,MAIO,5,3898
452.39,Bom Retiro,78,OUTRAS RECEITAS,2022,MAIO,5,3898
5295.39,Bom Retiro,86,OUTRAS RECEITAS,2022,MAIO,5,3898
9076.5,Bom Retiro,94,OUTRAS RECEITAS,2022,MAIO,5,3898
479716.88,Bom Retiro,43,ICMS,2022,JUNHO,6,3898
249441.75,Bom Retiro,51,IPVA,2022,JUNHO,6,3898
25781.38,Bom Retiro,27,ITCMD,2022,JUNHO,6,3898
1476.26,Bom Retiro,78,OUTRAS RECEITAS,2022,JUNHO,6,3898
6244.95,Bom Retiro,86,OUTRAS RECEITAS,2022,JUNHO,6,3898
28915.89,Bom Retiro,94,OUTRAS RECEITAS,2022,JUNHO,6,3898
466601.17,Bom Retiro,43,ICMS,2022,JULHO,7,3898
215366.13,Bom Retiro,51,IPVA,2022,JULHO,7,3898
82869.86,Bom Retiro,27,ITCMD,2022,JULHO,7,3898
386.73,Bom Retiro,78,OUTRAS RECEITAS,2022,JULHO,7,3898
6525.62,Bom Retiro,86,OUTRAS RECEITAS,2022,JULHO,7,3898
17692.43,Bom Retiro,94,OUTRAS RECEITAS,2022,JULHO,7,3898
1689.83,Bom Retiro,43,ICMS,2022,AGOSTO,8,3898
36628.57,Bom Retiro,51,IPVA,2022,AGOSTO,8,3898
1900.32,Bom Retiro,27,ITCMD,2022,AGOSTO,8,3898
146.3,Bom Retiro,78,OUTRAS RECEITAS,2022,AGOSTO,8,3898
1212,Bom Retiro,86,OUTRAS RECEITAS,2022,AGOSTO,8,3898
1475.87,Bom Retiro,94,OUTRAS RECEITAS,2022,AGOSTO,8,3898
2297693.46,Bombinhas,43,ICMS,2022,JANEIRO,1,3950
1036573.68,Bombinhas,51,IPVA,2022,JANEIRO,1,3950
1120.86,Bombinhas,27,ITCMD,2022,JANEIRO,1,3950
1212.44,Bombinhas,78,OUTRAS RECEITAS,2022,JANEIRO,1,3950
180.06,Bombinhas,86,OUTRAS RECEITAS,2022,JANEIRO,1,3950
16880.26,Bombinhas,94,OUTRAS RECEITAS,2022,JANEIRO,1,3950
2695146.45,Bombinhas,43,ICMS,2022,FEVEREIRO,2,3950
1098647.05,Bombinhas,51,IPVA,2022,FEVEREIRO,2,3950
1125.23,Bombinhas,27,ITCMD,2022,FEVEREIRO,2,3950
1400.96,Bombinhas,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,3950
214.99,Bombinhas,86,OUTRAS RECEITAS,2022,FEVEREIRO,2,3950
10993.81,Bombinhas,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,3950
2251761.17,Bombinhas,43,ICMS,2022,MARÃO,3,3950
1418398.97,Bombinhas,51,IPVA,2022,MARÃO,3,3950
1129.78,Bombinhas,27,ITCMD,2022,MARÃO,3,3950
839.67,Bombinhas,78,OUTRAS RECEITAS,2022,MARÃO,3,3950
155.75,Bombinhas,86,OUTRAS RECEITAS,2022,MARÃO,3,3950
12880.04,Bombinhas,94,OUTRAS RECEITAS,2022,MARÃO,3,3950
1578041.04,Bombinhas,43,ICMS,2022,ABRIL,4,3950
1229525.31,Bombinhas,51,IPVA,2022,ABRIL,4,3950
5676.75,Bombinhas,27,ITCMD,2022,ABRIL,4,3950
541.66,Bombinhas,78,OUTRAS RECEITAS,2022,ABRIL,4,3950
120.57,Bombinhas,86,OUTRAS RECEITAS,2022,ABRIL,4,3950
9772.16,Bombinhas,94,OUTRAS RECEITAS,2022,ABRIL,4,3950
1170399.8,Bombinhas,43,ICMS,2022,MAIO,5,3950
1465128.14,Bombinhas,51,IPVA,2022,MAIO,5,3950
2607.7,Bombinhas,27,ITCMD,2022,MAIO,5,3950
902.68,Bombinhas,78,OUTRAS RECEITAS,2022,MAIO,5,3950
402.29,Bombinhas,86,OUTRAS RECEITAS,2022,MAIO,5,3950
9217.47,Bombinhas,94,OUTRAS RECEITAS,2022,MAIO,5,3950
1211450.73,Bombinhas,43,ICMS,2022,JUNHO,6,3950
1243101.18,Bombinhas,51,IPVA,2022,JUNHO,6,3950
21.1,Bombinhas,27,ITCMD,2022,JUNHO,6,3950
1864.57,Bombinhas,78,OUTRAS RECEITAS,2022,JUNHO,6,3950
267.73,Bombinhas,86,OUTRAS RECEITAS,2022,JUNHO,6,3950
10251.78,Bombinhas,94,OUTRAS RECEITAS,2022,JUNHO,6,3950
944511.63,Bombinhas,43,ICMS,2022,JULHO,7,3950
1203378.85,Bombinhas,51,IPVA,2022,JULHO,7,3950
50,Bombinhas,27,ITCMD,2022,JULHO,7,3950
1434.29,Bombinhas,78,OUTRAS RECEITAS,2022,JULHO,7,3950
276.66,Bombinhas,86,OUTRAS RECEITAS,2022,JULHO,7,3950
9495.81,Bombinhas,94,OUTRAS RECEITAS,2022,JULHO,7,3950
37021,Bombinhas,43,ICMS,2022,AGOSTO,8,3950
291640.88,Bombinhas,51,IPVA,2022,AGOSTO,8,3950
126.18,Bombinhas,78,OUTRAS RECEITAS,2022,AGOSTO,8,3950
2031.84,Bombinhas,94,OUTRAS RECEITAS,2022,AGOSTO,8,3950
1050627.78,BotuverÃ¡,43,ICMS,2022,JANEIRO,1,3937
192924.01,BotuverÃ¡,51,IPVA,2022,JANEIRO,1,3937
402.16,BotuverÃ¡,78,OUTRAS RECEITAS,2022,JANEIRO,1,3937
39215.89,BotuverÃ¡,86,OUTRAS RECEITAS,2022,JANEIRO,1,3937
50795.81,BotuverÃ¡,94,OUTRAS RECEITAS,2022,JANEIRO,1,3937
783539.52,BotuverÃ¡,43,ICMS,2022,FEVEREIRO,2,3937
245827.31,BotuverÃ¡,51,IPVA,2022,FEVEREIRO,2,3937
285.83,BotuverÃ¡,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,3937
34621.6,BotuverÃ¡,86,OUTRAS RECEITAS,2022,FEVEREIRO,2,3937
95336.3,BotuverÃ¡,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,3937
780830.51,BotuverÃ¡,43,ICMS,2022,MARÃO,3,3937
362006.52,BotuverÃ¡,51,IPVA,2022,MARÃO,3,3937
515.68,BotuverÃ¡,78,OUTRAS RECEITAS,2022,MARÃO,3,3937
29086.83,BotuverÃ¡,86,OUTRAS RECEITAS,2022,MARÃO,3,3937
50911.8,BotuverÃ¡,94,OUTRAS RECEITAS,2022,MARÃO,3,3937
1302552.13,BotuverÃ¡,43,ICMS,2022,ABRIL,4,3937
207704.76,BotuverÃ¡,51,IPVA,2022,ABRIL,4,3937
474.76,BotuverÃ¡,78,OUTRAS RECEITAS,2022,ABRIL,4,3937
48931.82,BotuverÃ¡,86,OUTRAS RECEITAS,2022,ABRIL,4,3937
48910.88,BotuverÃ¡,94,OUTRAS RECEITAS,2022,ABRIL,4,3937
1173774.14,BotuverÃ¡,43,ICMS,2022,MAIO,5,3937
319763.01,BotuverÃ¡,51,IPVA,2022,MAIO,5,3937
82.68,BotuverÃ¡,78,OUTRAS RECEITAS,2022,MAIO,5,3937
64425.15,BotuverÃ¡,86,OUTRAS RECEITAS,2022,MAIO,5,3937
52259.66,BotuverÃ¡,94,OUTRAS RECEITAS,2022,MAIO,5,3937
1637493.89,BotuverÃ¡,43,ICMS,2022,JUNHO,6,3937
273978.16,BotuverÃ¡,51,IPVA,2022,JUNHO,6,3937
215.76,BotuverÃ¡,78,OUTRAS RECEITAS,2022,JUNHO,6,3937
65906.99,BotuverÃ¡,86,OUTRAS RECEITAS,2022,JUNHO,6,3937
100772.98,BotuverÃ¡,94,OUTRAS RECEITAS,2022,JUNHO,6,3937
1571838.62,BotuverÃ¡,43,ICMS,2022,JULHO,7,3937
220155.51,BotuverÃ¡,51,IPVA,2022,JULHO,7,3937
4044.9,BotuverÃ¡,27,ITCMD,2022,JULHO,7,3937
512.29,BotuverÃ¡,78,OUTRAS RECEITAS,2022,JULHO,7,3937
85780.98,BotuverÃ¡,86,OUTRAS RECEITAS,2022,JULHO,7,3937
79107,BotuverÃ¡,94,OUTRAS RECEITAS,2022,JULHO,7,3937
2954.38,BotuverÃ¡,43,ICMS,2022,AGOSTO,8,3937
52636.34,BotuverÃ¡,51,IPVA,2022,AGOSTO,8,3937
174.94,BotuverÃ¡,78,OUTRAS RECEITAS,2022,AGOSTO,8,3937
512.36,BotuverÃ¡,94,OUTRAS RECEITAS,2022,AGOSTO,8,3937
9886631.04,BraÃ§o Do Norte,43,ICMS,2022,JANEIRO,1,3989
1062447.68,BraÃ§o Do Norte,51,IPVA,2022,JANEIRO,1,3989
57095.11,BraÃ§o Do Norte,27,ITCMD,2022,JANEIRO,1,3989
2365.71,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,JANEIRO,1,3989
43113.48,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,JANEIRO,1,3989
121671.92,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,JANEIRO,1,3989
7368.06,BraÃ§o Do Norte,108,OUTRAS RECEITAS,2022,JANEIRO,1,3989
5958412.78,BraÃ§o Do Norte,43,ICMS,2022,FEVEREIRO,2,3989
1132951.23,BraÃ§o Do Norte,51,IPVA,2022,FEVEREIRO,2,3989
12260.68,BraÃ§o Do Norte,27,ITCMD,2022,FEVEREIRO,2,3989
2420.9,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,3989
39165.93,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,FEVEREIRO,2,3989
87766.7,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,3989
7253901.83,BraÃ§o Do Norte,43,ICMS,2022,MARÃO,3,3989
1673574.59,BraÃ§o Do Norte,51,IPVA,2022,MARÃO,3,3989
26769.14,BraÃ§o Do Norte,27,ITCMD,2022,MARÃO,3,3989
2924.75,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,MARÃO,3,3989
38420.67,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,MARÃO,3,3989
119909.56,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,MARÃO,3,3989
11515073.35,BraÃ§o Do Norte,43,ICMS,2022,ABRIL,4,3989
1351725.45,BraÃ§o Do Norte,51,IPVA,2022,ABRIL,4,3989
48146.11,BraÃ§o Do Norte,27,ITCMD,2022,ABRIL,4,3989
2530.7,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,ABRIL,4,3989
61266.54,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,ABRIL,4,3989
111894.21,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,ABRIL,4,3989
11844997.39,BraÃ§o Do Norte,43,ICMS,2022,MAIO,5,3989
1624593.53,BraÃ§o Do Norte,51,IPVA,2022,MAIO,5,3989
20686.85,BraÃ§o Do Norte,27,ITCMD,2022,MAIO,5,3989
5902.46,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,MAIO,5,3989
124785.53,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,MAIO,5,3989
151935.49,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,MAIO,5,3989
1650.65,BraÃ§o Do Norte,108,OUTRAS RECEITAS,2022,MAIO,5,3989
8711117.77,BraÃ§o Do Norte,43,ICMS,2022,JUNHO,6,3989
1526259.57,BraÃ§o Do Norte,51,IPVA,2022,JUNHO,6,3989
13799.76,BraÃ§o Do Norte,27,ITCMD,2022,JUNHO,6,3989
1941.16,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,JUNHO,6,3989
134640.58,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,JUNHO,6,3989
126589.1,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,JUNHO,6,3989
9877662.5,BraÃ§o Do Norte,43,ICMS,2022,JULHO,7,3989
1461783.6,BraÃ§o Do Norte,51,IPVA,2022,JULHO,7,3989
20820.64,BraÃ§o Do Norte,27,ITCMD,2022,JULHO,7,3989
4080.38,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,JULHO,7,3989
122653.01,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,JULHO,7,3989
106408.29,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,JULHO,7,3989
35045.13,BraÃ§o Do Norte,43,ICMS,2022,AGOSTO,8,3989
387449.59,BraÃ§o Do Norte,51,IPVA,2022,AGOSTO,8,3989
3516.75,BraÃ§o Do Norte,27,ITCMD,2022,AGOSTO,8,3989
1154.67,BraÃ§o Do Norte,78,OUTRAS RECEITAS,2022,AGOSTO,8,3989
255.97,BraÃ§o Do Norte,86,OUTRAS RECEITAS,2022,AGOSTO,8,3989
5295.7,BraÃ§o Do Norte,94,OUTRAS RECEITAS,2022,AGOSTO,8,3989
3202585.51,BraÃ§o Do Trombudo,43,ICMS,2022,JANEIRO,1,3915
96961.49,BraÃ§o Do Trombudo,51,IPVA,2022,JANEIRO,1,3915
163.01,BraÃ§o Do Trombudo,27,ITCMD,2022,JANEIRO,1,3915
44.79,BraÃ§o Do Trombudo,78,OUTRAS RECEITAS,2022,JANEIRO,1,3915
103.31,BraÃ§o Do Trombudo,86,OUTRAS RECEITAS,2022,JANEIRO,1,3915
268198.32,BraÃ§o Do Trombudo,94,OUTRAS RECEITAS,2022,JANEIRO,1,3915
2770034.67,BraÃ§o Do Trombudo,43,ICMS,2022,FEVEREIRO,2,3915
113871.81,BraÃ§o Do Trombudo,51,IPVA,2022,FEVEREIRO,2,3915
164.17,BraÃ§o Do Trombudo,27,ITCMD,2022,FEVEREIRO,2,3915
215.76,BraÃ§o Do Trombudo,78,OUTRAS RECEITAS,2022,FEVEREIRO,2,3915
1174.71,BraÃ§o Do Trombudo,86,OUTRAS RECEITAS,2022,FEVEREIRO,2,3915
199279.1,BraÃ§o Do Trombudo,94,OUTRAS RECEITAS,2022,FEVEREIRO,2,3915
2978834.17,BraÃ§o Do Trombudo,43,ICMS,2022,MARÃO,3,3915
182495.69,BraÃ§o Do Trombudo,51,IPVA,2022,MARÃO,3,3915
8712.04,BraÃ§o Do Trombudo,27,ITCMD,2022,MARÃO,3,3915
1420.31,BraÃ§o Do Trombudo,78,OUTRAS RECEITAS,2022,MARÃO,3,3915
3.87,BraÃ§o Do Trombudo,86,OUTRAS RECEITAS,2022,MARÃO,3,3915
27584.31,BraÃ§o Do Trombudo,94,OUTRAS RECEITAS,2022,MARÃO,3,3915
1267573.63,BraÃ§o Do Trombudo,43,ICMS,2022,ABRIL,4,3915
129564.8,BraÃ§o Do Trombudo,51,IPVA,2022,ABRIL,4,3915
2115.06,BraÃ§o Do Trombudo,27,ITCMD,2022,ABRIL,4,3915
215.76,BraÃ§o Do Trombudo,78,OUTRAS RECEITAS,2022,ABRIL,4,3915
203.38,BraÃ§o Do Trombudo,86,OUTRAS RECEITAS,2022,ABRIL,4,3915
23805.87,BraÃ§o Do Trombudo,94,OUTRAS RECEITAS,2022,ABRIL,4,3915
1622022.83,BraÃ§o Do Trombudo,43,ICMS,2022,MAIO,5,3915
161327.44,BraÃ§o Do Trombudo,51,IPVA,2022,MAIO,5,3915
3575,BraÃ§o Do Trombudo,27,ITCMD,2022,MAIO,5,3915
499.66,BraÃ§o Do Trombudo,78,OUTRAS RECEITAS,2022,MAIO,5,3915
470.86,BraÃ§o Do Trombudo,86,OUTRAS RECEITAS,2022,MAIO,5,3915
23915.49,BraÃ§o Do Trombudo,94,OUTRAS RECEITAS,2022,MAIO,5,3915
1716938.85,BraÃ§o Do Trombudo,43,ICMS,2022,JUNHO,6,3915
145005.82,BraÃ§o Do Trombudo,51,IPVA,2022,JUNHO,6,3915
2049.35,BraÃ§o Do Trombudo,27,ITCMD,2022,JUNHO,6,3915
89.58,BraÃ§o Do Trombudo,78,OUTRAS RECEITAS,2022,JUNHO,6,3915
1411.54,BraÃ§o Do Trombudo,86,OUTRAS RECEITAS,2022,JUNHO,6,3915
